incident_id,timestamp,machine_id,operator_id,task_id,site_id,incident_type,severity,description,location_zone,injury_occurred,machine_damage,resolved,operator_reported
INC00109,2025-06-23 14:38:00,M0003,OP0021,T00240,ST013,UNSAFE_OPERATION,MEDIUM,Operator observed operating Dozer outside standard procedure during material stockpiling.,ZONE-A,False,False,True,True
INC00115,2025-06-24 17:47:00,M0030,OP0049,T00703,ST009,EQUIPMENT_DAMAGE,LOW,Minor hydraulic hose damage reported during demolition operation.,ZONE-D,False,False,False,True
INC00076,2025-06-25 21:20:00,M0021,OP0048,T00024,ST014,COLLISION_MINOR,HIGH,Minor contact between Motor Grader and site obstacle while soil compaction.,ZONE-C,True,False,True,False
INC00157,2025-06-26 19:13:00,M0001,OP0038,T00342,ST007,COLLISION_MINOR,HIGH,Minor contact between Excavator and site obstacle while trenching.,ZONE-A,False,False,True,False
INC00048,2025-06-26 19:21:00,M0001,OP0038,T00342,ST007,MECHANICAL_OBSERVATION,LOW,boom cylinder showing early wear signs; flagged for maintenance review.,ZONE-A,False,False,False,True
INC00017,2025-06-29 20:24:00,M0022,OP0050,T00511,ST002,ENVIRONMENTAL_HAZARD,LOW,Hazardous ground/weather condition (cloudy) reported at site during material stockpiling.,ZONE-B,False,False,False,True
INC00018,2025-07-01 13:31:00,M0037,OP0013,T00146,ST005,UNSAFE_OPERATION,LOW,Operator observed operating Compactor outside standard procedure during road preparation.,ZONE-D,False,False,True,False
INC00133,2025-07-01 15:37:00,M0037,OP0013,T00146,ST005,COLLISION_MINOR,LOW,Minor contact between Compactor and site obstacle while road preparation.,ZONE-A,False,False,False,True
INC00155,2025-07-03 12:58:00,M0014,OP0034,T00733,ST013,EQUIPMENT_DAMAGE,CRITICAL,Minor tire damage reported during hauling operation.,ZONE-D,False,True,True,True
INC00203,2025-07-04 14:37:00,M0014,OP0053,T00688,ST013,COLLISION_MINOR,MEDIUM,Minor contact between Articulated Hauler and site obstacle while hauling.,ZONE-A,False,True,True,False
INC00144,2025-07-08 08:27:00,M0040,OP0028,T00558,ST002,NEAR_MISS_PROXIMITY,HIGH,Incident reported: material stockpiling.,ZONE-C,False,False,True,True
INC00208,2025-07-08 09:46:00,M0040,OP0028,T00558,ST002,ENVIRONMENTAL_HAZARD,MEDIUM,Hazardous ground/weather condition (sunny) reported at site during material stockpiling.,ZONE-B,False,False,True,True
INC00114,2025-07-08 10:57:00,M0037,OP0016,T00777,ST005,NEAR_MISS_PROXIMITY,LOW,Incident reported: road preparation.,ZONE-C,False,False,True,True
INC00078,2025-07-08 18:22:00,M0026,OP0049,T00431,ST015,MECHANICAL_OBSERVATION,MEDIUM,bucket linkage showing early wear signs; flagged for maintenance review.,ZONE-A,False,False,True,True
INC00160,2025-07-09 10:31:00,M0040,OP0036,T00377,ST002,MECHANICAL_OBSERVATION,CRITICAL,bucket linkage showing early wear signs; flagged for maintenance review.,ZONE-B,False,False,True,False
INC00154,2025-07-10 09:06:00,M0033,OP0023,T00614,ST001,NEAR_MISS_PROXIMITY,HIGH,Incident reported: road preparation.,ZONE-D,False,False,True,True
INC00205,2025-07-10 12:35:00,M0011,OP0010,T00117,ST003,UNSAFE_OPERATION,MEDIUM,Operator observed operating Backhoe Loader outside standard procedure during material loading.,ZONE-B,False,False,True,True
INC00053,2025-07-11 16:58:00,M0029,OP0012,T00562,ST010,COLLISION_MINOR,MEDIUM,Minor contact between Dozer and site obstacle while road preparation.,ZONE-D,False,False,True,False
INC00121,2025-07-14 14:16:00,M0003,OP0053,T00080,ST013,UNSAFE_OPERATION,LOW,Operator observed operating Dozer outside standard procedure during material stockpiling.,ZONE-C,False,False,True,True
INC00101,2025-07-16 15:16:00,M0020,OP0049,T00213,ST015,MECHANICAL_OBSERVATION,HIGH,track showing early wear signs; flagged for maintenance review.,ZONE-D,False,False,True,False
INC00218,2025-07-21 14:18:00,M0001,OP0045,T00179,ST007,EQUIPMENT_DAMAGE,LOW,Minor blade edge damage reported during earth excavation operation.,ZONE-C,False,True,True,False
INC00135,2025-07-21 21:42:00,M0037,OP0051,T00758,ST005,NEAR_MISS_PROXIMITY,LOW,Incident reported: material loading.,ZONE-A,False,False,True,True
INC00044,2025-07-26 12:15:00,M0012,OP0016,T00660,ST002,EQUIPMENT_DAMAGE,LOW,Minor hydraulic hose damage reported during hauling operation.,ZONE-A,False,True,True,True
INC00134,2025-07-26 13:37:00,M0012,OP0016,T00660,ST002,EQUIPMENT_DAMAGE,LOW,Minor track damage reported during hauling operation.,ZONE-B,False,False,True,True
INC00102,2025-07-27 07:35:00,M0019,OP0024,T00246,ST002,MECHANICAL_OBSERVATION,MEDIUM,blade edge showing early wear signs; flagged for maintenance review.,ZONE-C,False,False,True,False
INC00204,2025-07-30 16:51:00,M0035,OP0042,T00234,ST013,EQUIPMENT_DAMAGE,LOW,Minor tire damage reported during road preparation operation.,ZONE-D,False,True,False,False
INC00010,2025-08-01 10:27:00,M0004,OP0011,T00563,ST007,EQUIPMENT_DAMAGE,MEDIUM,Minor bucket linkage damage reported during road preparation operation.,ZONE-C,False,False,True,False
INC00130,2025-08-01 11:22:00,M0004,OP0011,T00563,ST007,NEAR_MISS_PROXIMITY,LOW,Incident reported: road preparation.,ZONE-D,False,False,True,False
INC00012,2025-08-02 12:43:00,M0020,OP0024,T00662,ST015,UNSAFE_OPERATION,MEDIUM,Operator observed operating Backhoe Loader outside standard procedure during trenching.,ZONE-D,False,False,False,False
INC00193,2025-08-03 17:40:00,M0029,OP0051,T00535,ST010,MECHANICAL_OBSERVATION,CRITICAL,bucket linkage showing early wear signs; flagged for maintenance review.,ZONE-B,False,False,True,False
INC00071,2025-08-04 08:39:00,M0031,OP0037,T00755,ST002,EQUIPMENT_DAMAGE,CRITICAL,Minor track damage reported during material stockpiling operation.,ZONE-A,False,True,True,True
INC00202,2025-08-09 09:48:00,M0042,OP0002,T00480,ST011,NEAR_MISS_PROXIMITY,HIGH,Incident reported: material stockpiling.,ZONE-C,False,False,True,True
INC00033,2025-08-20 18:52:00,M0001,OP0028,T00676,ST007,EQUIPMENT_DAMAGE,LOW,Minor boom cylinder damage reported during earth excavation operation.,ZONE-A,False,False,True,True
INC00146,2025-08-21 12:20:00,M0036,OP0045,T00533,ST006,COLLISION_MINOR,MEDIUM,Minor contact between Dozer and site obstacle while trenching.,ZONE-D,False,True,True,True
INC00137,2025-08-22 09:18:00,M0030,OP0007,T00066,ST009,UNSAFE_OPERATION,LOW,Operator observed operating Excavator outside standard procedure during material loading.,ZONE-D,False,False,False,False
INC00153,2025-08-22 12:06:00,M0032,OP0037,T00050,ST008,UNSAFE_OPERATION,LOW,Operator observed operating Dozer outside standard procedure during demolition.,ZONE-C,False,False,True,False
INC00163,2025-08-22 15:28:00,M0032,OP0037,T00050,ST008,EQUIPMENT_DAMAGE,LOW,Minor hydraulic hose damage reported during demolition operation.,ZONE-C,False,False,True,False
INC00051,2025-08-22 15:50:00,M0032,OP0037,T00050,ST008,MECHANICAL_OBSERVATION,LOW,track showing early wear signs; flagged for maintenance review.,ZONE-B,False,False,True,True
INC00100,2025-08-23 12:02:00,M0025,OP0028,T00238,ST011,MECHANICAL_OBSERVATION,HIGH,track showing early wear signs; flagged for maintenance review.,ZONE-D,False,False,True,True
INC00191,2025-08-23 13:08:00,M0025,OP0028,T00238,ST011,EQUIPMENT_DAMAGE,LOW,Minor hydraulic hose damage reported during material loading operation.,ZONE-A,False,False,True,True
INC00023,2025-08-24 08:52:00,M0013,OP0033,T00219,ST007,MECHANICAL_OBSERVATION,LOW,blade edge showing early wear signs; flagged for maintenance review.,ZONE-B,False,False,False,False
INC00122,2025-08-26 13:57:00,M0014,OP0051,T00186,ST013,EQUIPMENT_DAMAGE,LOW,Minor track damage reported during hauling operation.,ZONE-A,False,False,False,True
INC00184,2025-08-27 12:44:00,M0025,OP0019,T00844,ST011,NEAR_MISS_PROXIMITY,MEDIUM,Incident reported: soil compaction.,ZONE-D,False,False,False,False
INC00006,2025-08-27 15:15:00,M0037,OP0019,T00468,ST005,MECHANICAL_OBSERVATION,LOW,blade edge showing early wear signs; flagged for maintenance review.,ZONE-A,False,False,True,True
INC00120,2025-08-29 14:23:00,M0019,OP0029,T00123,ST002,EQUIPMENT_DAMAGE,LOW,Minor boom cylinder damage reported during trenching operation.,ZONE-B,False,True,False,True
INC00152,2025-09-02 16:04:00,M0011,OP0050,T00398,ST003,UNSAFE_OPERATION,HIGH,Operator observed operating Backhoe Loader outside standard procedure during road preparation.,ZONE-A,False,False,True,True
INC00082,2025-09-02 16:54:00,M0011,OP0050,T00398,ST003,NEAR_MISS_PROXIMITY,MEDIUM,Incident reported: road preparation.,ZONE-A,False,False,True,False
INC00064,2025-09-02 18:21:00,M0011,OP0050,T00398,ST003,MECHANICAL_OBSERVATION,CRITICAL,tire showing early wear signs; flagged for maintenance review.,ZONE-B,False,False,False,True
INC00046,2025-09-03 15:47:00,M0017,OP0006,T00214,ST015,NEAR_MISS_PROXIMITY,MEDIUM,Incident reported: road preparation.,ZONE-C,False,False,True,False
INC00113,2025-09-05 11:02:00,M0006,OP0010,T00293,ST010,NEAR_MISS_PROXIMITY,MEDIUM,Incident reported: trenching.,ZONE-A,False,False,True,False
INC00140,2025-09-05 14:36:00,M0006,OP0010,T00293,ST010,EQUIPMENT_DAMAGE,LOW,Minor blade edge damage reported during trenching operation.,ZONE-C,False,False,True,False
INC00210,2025-09-10 01:30:00,M0041,OP0055,T00028,ST008,UNSAFE_OPERATION,LOW,Operator observed operating Backhoe Loader outside standard procedure during trenching.,ZONE-D,False,False,True,False
INC00062,2025-09-10 13:18:00,M0021,OP0003,T00309,ST014,NEAR_MISS_PROXIMITY,CRITICAL,Incident reported: road preparation.,ZONE-A,False,False,True,True
INC00141,2025-09-12 21:22:00,M0009,OP0027,T00569,ST004,EQUIPMENT_DAMAGE,LOW,Minor bucket linkage damage reported during demolition operation.,ZONE-C,False,True,True,False
INC00085,2025-09-13 06:36:00,M0009,OP0046,T00330,ST004,COLLISION_MINOR,LOW,Minor contact between Excavator and site obstacle while earth excavation.,ZONE-A,False,True,True,True
INC00158,2025-09-13 06:54:00,M0009,OP0046,T00330,ST004,UNSAFE_OPERATION,LOW,Operator observed operating Excavator outside standard procedure during earth excavation.,ZONE-A,False,False,True,False
INC00192,2025-09-13 20:04:00,M0038,OP0022,T00553,ST004,NEAR_MISS_PROXIMITY,LOW,Incident reported: demolition.,ZONE-A,False,False,True,False
INC00183,2025-09-13 20:55:00,M0012,OP0043,T00694,ST002,UNSAFE_OPERATION,MEDIUM,Operator observed operating Articulated Hauler outside standard procedure during earth excavation.,ZONE-B,False,False,True,False
INC00054,2025-09-14 14:29:00,M0034,OP0024,T00565,ST014,EQUIPMENT_DAMAGE,MEDIUM,Minor track damage reported during trenching operation.,ZONE-D,False,False,True,False
INC00213,2025-09-14 19:38:00,M0029,OP0052,T00042,ST010,EQUIPMENT_DAMAGE,MEDIUM,Minor track damage reported during road preparation operation.,ZONE-C,False,False,True,False
INC00185,2025-09-14 19:53:00,M0029,OP0052,T00042,ST010,UNSAFE_OPERATION,LOW,Operator observed operating Dozer outside standard procedure during road preparation.,ZONE-D,False,True,False,True
INC00067,2025-09-16 13:22:00,M0013,OP0003,T00228,ST007,COLLISION_MINOR,HIGH,Minor contact between Backhoe Loader and site obstacle while trenching.,ZONE-D,False,False,False,False
INC00198,2025-09-16 15:15:00,M0017,OP0055,T00556,ST015,MECHANICAL_OBSERVATION,MEDIUM,hydraulic hose showing early wear signs; flagged for maintenance review.,ZONE-C,False,False,True,True
INC00066,2025-09-18 17:26:00,M0028,OP0014,T00796,ST012,NEAR_MISS_PROXIMITY,MEDIUM,Incident reported: soil compaction.,ZONE-B,False,False,True,False
INC00095,2025-09-18 17:32:00,M0038,OP0039,T00466,ST004,MECHANICAL_OBSERVATION,HIGH,blade edge showing early wear signs; flagged for maintenance review.,ZONE-C,False,False,True,True
INC00107,2025-09-22 17:30:00,M0041,OP0044,T00719,ST008,UNSAFE_OPERATION,MEDIUM,Operator observed operating Backhoe Loader outside standard procedure during trenching.,ZONE-D,False,False,True,False
INC00021,2025-09-25 22:44:00,M0035,OP0045,T00182,ST013,NEAR_MISS_PROXIMITY,LOW,Incident reported: material loading.,ZONE-D,False,False,False,False
INC00002,2025-09-27 11:38:00,M0023,OP0034,T00498,ST009,MECHANICAL_OBSERVATION,LOW,track showing early wear signs; flagged for maintenance review.,ZONE-C,False,False,True,True
INC00103,2025-09-29 13:34:00,M0011,OP0020,T00507,ST003,MECHANICAL_OBSERVATION,MEDIUM,boom cylinder showing early wear signs; flagged for maintenance review.,ZONE-D,False,False,False,False
INC00099,2025-09-29 13:39:00,M0011,OP0020,T00507,ST003,NEAR_MISS_PROXIMITY,HIGH,Incident reported: grading.,ZONE-A,False,False,False,True
